st	loopid
PBX1::MDM2::RELA::NFKB1	Y_6710000_6725000_Y_6770000_6785000
PBX1::MDM2::EGR1	Y_6710000_6725000_Y_6770000_6785000
PBX1::CREBBP::EGR1	Y_6710000_6725000_Y_6770000_6785000
PBX1::MDM2::FHIT::LEF1	Y_6710000_6725000_Y_6770000_6785000
PBX1::CREBBP::RUNX2::LEF1	Y_6710000_6725000_Y_6770000_6785000
PBX1::CREBBP::VDR::LEF1	Y_6710000_6725000_Y_6770000_6785000
PBX1::MDM2::VDR::LEF1	Y_6710000_6725000_Y_6770000_6785000
PBX1::CREBBP::FOXM1::LEF1	Y_6710000_6725000_Y_6770000_6785000
PBX1::CREBBP::NLK::LEF1	Y_6710000_6725000_Y_6770000_6785000
PBX1::MDM2::NLK::LEF1	Y_6710000_6725000_Y_6770000_6785000
PBX1::CREBBP::E2F1::LEF1	Y_6710000_6725000_Y_6770000_6785000
PBX1::MDM2::E2F1::LEF1	Y_6710000_6725000_Y_6770000_6785000
PBX1::CREBBP::SMAD4::LEF1	Y_6710000_6725000_Y_6770000_6785000
PBX1::CREBBP::MSH2::LEF1	Y_6710000_6725000_Y_6770000_6785000
PBX1::CREBBP::SMAD2::LEF1	Y_6710000_6725000_Y_6770000_6785000
PBX1::CREBBP::EP300::LEF1	Y_6710000_6725000_Y_6770000_6785000
PBX1::MDM2::EP300::LEF1	Y_6710000_6725000_Y_6770000_6785000
PBX1::CREBBP::SMAD3::LEF1	Y_6710000_6725000_Y_6770000_6785000
PBX1::CREBBP::EGR1::LEF1	Y_6710000_6725000_Y_6770000_6785000
PBX1::MDM2::EGR1::LEF1	Y_6710000_6725000_Y_6770000_6785000
PBX1::MDM2::SP1	Y_6710000_6725000_Y_6770000_6785000
PBX1::CREBBP::SP1	Y_6710000_6725000_Y_6770000_6785000
PBX1::MDM2::ESR2	Y_6710000_6725000_Y_6770000_6785000
PBX1::CREBBP::ESR2	Y_6710000_6725000_Y_6770000_6785000
PBX1::CREBBP::JUN::ETV4	Y_6710000_6725000_Y_6770000_6785000
PBX1::MDM2::JUN::ETV4	Y_6710000_6725000_Y_6770000_6785000
PBX1::CREBBP::SMAD2::ETV4	Y_6710000_6725000_Y_6770000_6785000
PBX1::CREBBP::SRF	Y_6710000_6725000_Y_6770000_6785000
PBX1::MDM2::TP63	Y_6710000_6725000_Y_6770000_6785000
PBX1::CREBBP::ESR2::NFKB2	Y_6710000_6725000_Y_6770000_6785000
PBX1::MDM2::ESR2::NFKB2	Y_6710000_6725000_Y_6770000_6785000
PBX1::CREBBP::SP1::NFKB2	Y_6710000_6725000_Y_6770000_6785000
PBX1::MDM2::SP1::NFKB2	Y_6710000_6725000_Y_6770000_6785000
PBX1::CREBBP::ESR1::NFKB2	Y_6710000_6725000_Y_6770000_6785000
PBX1::MDM2::ESR1::NFKB2	Y_6710000_6725000_Y_6770000_6785000
PBX1::CREBBP::RELA::NFKB2	Y_6710000_6725000_Y_6770000_6785000
PBX1::MDM2::RELA::NFKB2	Y_6710000_6725000_Y_6770000_6785000
PBX1::CREBBP::SREBF1	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::ESR1::RELA::CEBPD	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::PPARG::RELA::CEBPD	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::ESR1::HDAC4::CEBPD	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::PPARG::HDAC4::CEBPD	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::ESR1::CREBBP::CEBPD	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::ESR2::CREBBP::CEBPD	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::SREBF1::CREBBP::CEBPD	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::PPARG::CREBBP::CEBPD	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::PPARG::RELA	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::ESR1::RELA	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::ESR1	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::ESR1::MDM2::CTCF	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::ESR2::MDM2::CTCF	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::PPARG::MDM2::CTCF	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::ESR1::TOP2A::CTCF	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::SREBF1::TP53	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::ESR1::TP53	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::ESR1::SMAD2::TP73	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::ESR2::SMAD2::TP73	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::PPARG::SMAD2::TP73	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::ESR1::EP300::TP73	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::ESR2::EP300::TP73	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::SREBF1::EP300::TP73	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::PPARG::EP300::TP73	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::ESR1::SMAD3::TP73	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::ESR2::SMAD3::TP73	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::PPARG::SMAD3::TP73	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::ESR1::TP53::TP73	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::SREBF1::TP53::TP73	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::ESR1::MDM2::TP73	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::ESR2::MDM2::TP73	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::PPARG::MDM2::TP73	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::ESR1::CREBBP::TP73	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::ESR2::CREBBP::TP73	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::SREBF1::CREBBP::TP73	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::PPARG::CREBBP::TP73	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::PPARG::NFKB1	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::ESR1::NFKB1	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::PPARG::VDR::EGR1	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::ESR1::JUN::EGR1	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::PPARG::JUN::EGR1	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::ESR1::TP53::EGR1	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::SREBF1::TP53::EGR1	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::ESR1::MDM2::EGR1	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::ESR2::MDM2::EGR1	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::PPARG::MDM2::EGR1	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::ESR1::RELA::EGR1	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::PPARG::RELA::EGR1	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::ESR1::CREBBP::EGR1	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::ESR2::CREBBP::EGR1	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::SREBF1::CREBBP::EGR1	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::PPARG::CREBBP::EGR1	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::PPARG::VDR::LEF1	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::PPARG::TCF4::LEF1	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::ESR1::FOXM1::LEF1	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::ESR1::E2F1::LEF1	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::ESR1::SMAD4::LEF1	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::ESR2::SMAD4::LEF1	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::ESR1::MSH2::LEF1	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::ESR2::MSH2::LEF1	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::ESR1::SMAD2::LEF1	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::ESR2::SMAD2::LEF1	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::PPARG::SMAD2::LEF1	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::ESR1::EP300::LEF1	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::ESR2::EP300::LEF1	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::SREBF1::EP300::LEF1	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::PPARG::EP300::LEF1	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::ESR1::SMAD3::LEF1	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::ESR2::SMAD3::LEF1	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::PPARG::SMAD3::LEF1	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::PPARG::SP1	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::SREBF1::SP1	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::ESR2::SP1	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::ESR1::SP1	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::ESR2	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::ESR1::JUN::ETV4	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::PPARG::JUN::ETV4	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::ESR1::SMAD2::ETV4	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::ESR2::SMAD2::ETV4	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::PPARG::SMAD2::ETV4	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::ESR1::NFKB1::SRF	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::PPARG::NFKB1::SRF	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::ESR1::RELA::SRF	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::PPARG::RELA::SRF	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::ESR1::HDAC4::SRF	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::PPARG::HDAC4::SRF	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::ESR1::CREBBP::SRF	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::ESR2::CREBBP::SRF	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::SREBF1::CREBBP::SRF	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::PPARG::CREBBP::SRF	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::ESR1::SMAD2::TP63	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::ESR2::SMAD2::TP63	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::PPARG::SMAD2::TP63	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::ESR1::NFKB1::TP63	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::PPARG::NFKB1::TP63	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::ESR1::TP53::TP63	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::SREBF1::TP53::TP63	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::ESR1::MDM2::TP63	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::ESR2::MDM2::TP63	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::PPARG::MDM2::TP63	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::ESR1::RELA::TP63	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::PPARG::RELA::TP63	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::ESR2::NFKB2	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::ESR1::NFKB2	Y_6710000_6725000_Y_6770000_6785000
POU5F1::NR0B1::SREBF1	Y_6710000_6725000_Y_6770000_6785000
RUNX3::HDAC4::CEBPD	Y_6710000_6725000_Y_6770000_6785000
RUNX3::MDM2::RELA	Y_6710000_6725000_Y_6770000_6785000
RUNX3::SMAD2::ESR1	Y_6710000_6725000_Y_6770000_6785000
RUNX3::MDM2::ESR1	Y_6710000_6725000_Y_6770000_6785000
RUNX3::HDAC4::ESR1	Y_6710000_6725000_Y_6770000_6785000
RUNX3::MDM2::CTCF	Y_6710000_6725000_Y_6770000_6785000
RUNX3::SMAD2::TP53	Y_6710000_6725000_Y_6770000_6785000
RUNX3::MDM2::TP53	Y_6710000_6725000_Y_6770000_6785000
RUNX3::SMAD2::TP73	Y_6710000_6725000_Y_6770000_6785000
RUNX3::MDM2::TP73	Y_6710000_6725000_Y_6770000_6785000
RUNX3::HDAC4::NFKB1	Y_6710000_6725000_Y_6770000_6785000
RUNX3::MDM2::EGR1	Y_6710000_6725000_Y_6770000_6785000
RUNX3::SMAD2::LEF1	Y_6710000_6725000_Y_6770000_6785000
RUNX3::SMAD2::SP1	Y_6710000_6725000_Y_6770000_6785000
RUNX3::MDM2::SP1	Y_6710000_6725000_Y_6770000_6785000
RUNX3::HDAC4::SP1	Y_6710000_6725000_Y_6770000_6785000
RUNX3::SMAD2::ESR2	Y_6710000_6725000_Y_6770000_6785000
RUNX3::MDM2::ESR2	Y_6710000_6725000_Y_6770000_6785000
RUNX3::SMAD2::ETV4	Y_6710000_6725000_Y_6770000_6785000
RUNX3::HDAC4::SRF	Y_6710000_6725000_Y_6770000_6785000
RUNX3::SMAD2::TP63	Y_6710000_6725000_Y_6770000_6785000
RUNX3::MDM2::TP63	Y_6710000_6725000_Y_6770000_6785000
RUNX3::HDAC4::NFKB2	Y_6710000_6725000_Y_6770000_6785000
RUNX3::SMAD2::KLF5::SREBF1	Y_6710000_6725000_Y_6770000_6785000
RUNX3::MDM2::ZBTB7A::SREBF1	Y_6710000_6725000_Y_6770000_6785000
RUNX3::MDM2::ESR2::SREBF1	Y_6710000_6725000_Y_6770000_6785000
RUNX3::SMAD2::ESR2::SREBF1	Y_6710000_6725000_Y_6770000_6785000
RUNX3::MDM2::EP300::SREBF1	Y_6710000_6725000_Y_6770000_6785000
RUNX3::SMAD2::EP300::SREBF1	Y_6710000_6725000_Y_6770000_6785000
RUNX3::MDM2::TP53::SREBF1	Y_6710000_6725000_Y_6770000_6785000
RUNX3::SMAD2::TP53::SREBF1	Y_6710000_6725000_Y_6770000_6785000
RUNX3::MDM2::CREBBP::SREBF1	Y_6710000_6725000_Y_6770000_6785000
RUNX3::SMAD2::CREBBP::SREBF1	Y_6710000_6725000_Y_6770000_6785000
RUNX3::HDAC4::SP1::SREBF1	Y_6710000_6725000_Y_6770000_6785000
RUNX3::MDM2::SP1::SREBF1	Y_6710000_6725000_Y_6770000_6785000
RUNX3::SMAD2::SP1::SREBF1	Y_6710000_6725000_Y_6770000_6785000
RUNX3::HDAC4::ESR1::SREBF1	Y_6710000_6725000_Y_6770000_6785000
RUNX3::MDM2::ESR1::SREBF1	Y_6710000_6725000_Y_6770000_6785000
RUNX3::SMAD2::ESR1::SREBF1	Y_6710000_6725000_Y_6770000_6785000
FOXA1::ESR1::HDAC4::CEBPD	Y_6710000_6725000_Y_6770000_6785000
FOXA1::ESR1::CREBBP::CEBPD	Y_6710000_6725000_Y_6770000_6785000
FOXA1::AHR::RELA::CEBPD	Y_6710000_6725000_Y_6770000_6785000
FOXA1::ESR1::RELA::CEBPD	Y_6710000_6725000_Y_6770000_6785000
FOXA1::ESR1::RELA	Y_6710000_6725000_Y_6770000_6785000
FOXA1::AHR::RELA	Y_6710000_6725000_Y_6770000_6785000
FOXA1::ESR1	Y_6710000_6725000_Y_6770000_6785000
FOXA1::TOP2A::CTCF	Y_6710000_6725000_Y_6770000_6785000
FOXA1::ESR1::TP53	Y_6710000_6725000_Y_6770000_6785000
FOXA1::TOP2A::TP53	Y_6710000_6725000_Y_6770000_6785000
FOXA1::ESR1::SMAD2::TP73	Y_6710000_6725000_Y_6770000_6785000
FOXA1::ESR1::SMAD3::TP73	Y_6710000_6725000_Y_6770000_6785000
FOXA1::ESR1::MDM2::TP73	Y_6710000_6725000_Y_6770000_6785000
FOXA1::ESR1::CREBBP::TP73	Y_6710000_6725000_Y_6770000_6785000
FOXA1::TOP2A::TP53::TP73	Y_6710000_6725000_Y_6770000_6785000
FOXA1::ESR1::TP53::TP73	Y_6710000_6725000_Y_6770000_6785000
FOXA1::AHR::EP300::TP73	Y_6710000_6725000_Y_6770000_6785000
FOXA1::ESR1::EP300::TP73	Y_6710000_6725000_Y_6770000_6785000
FOXA1::APRT::NFKB1	Y_6710000_6725000_Y_6770000_6785000
FOXA1::ESR1::NFKB1	Y_6710000_6725000_Y_6770000_6785000
FOXA1::ESR1::MDM2::EGR1	Y_6710000_6725000_Y_6770000_6785000
FOXA1::ESR1::CREBBP::EGR1	Y_6710000_6725000_Y_6770000_6785000
FOXA1::TOP2A::JUN::EGR1	Y_6710000_6725000_Y_6770000_6785000
FOXA1::ESR1::JUN::EGR1	Y_6710000_6725000_Y_6770000_6785000
FOXA1::TOP2A::TP53::EGR1	Y_6710000_6725000_Y_6770000_6785000
FOXA1::ESR1::TP53::EGR1	Y_6710000_6725000_Y_6770000_6785000
FOXA1::AHR::RELA::EGR1	Y_6710000_6725000_Y_6770000_6785000
FOXA1::ESR1::RELA::EGR1	Y_6710000_6725000_Y_6770000_6785000
FOXA1::ESR1::E2F1::LEF1	Y_6710000_6725000_Y_6770000_6785000
FOXA1::ESR1::MSH2::LEF1	Y_6710000_6725000_Y_6770000_6785000
FOXA1::ESR1::SMAD2::LEF1	Y_6710000_6725000_Y_6770000_6785000
FOXA1::ESR1::SMAD3::LEF1	Y_6710000_6725000_Y_6770000_6785000
FOXA1::TOP2A::FOXM1::LEF1	Y_6710000_6725000_Y_6770000_6785000
FOXA1::ESR1::FOXM1::LEF1	Y_6710000_6725000_Y_6770000_6785000
FOXA1::TOP2A::TCF4::LEF1	Y_6710000_6725000_Y_6770000_6785000
FOXA1::AHR::SMAD4::LEF1	Y_6710000_6725000_Y_6770000_6785000
FOXA1::ESR1::SMAD4::LEF1	Y_6710000_6725000_Y_6770000_6785000
FOXA1::AHR::EP300::LEF1	Y_6710000_6725000_Y_6770000_6785000
FOXA1::ESR1::EP300::LEF1	Y_6710000_6725000_Y_6770000_6785000
FOXA1::ESR1::SP1	Y_6710000_6725000_Y_6770000_6785000
FOXA1::AHR::SP1	Y_6710000_6725000_Y_6770000_6785000
FOXA1::ESR1::ESR2	Y_6710000_6725000_Y_6770000_6785000
FOXA1::ESR1::SMAD2::ETV4	Y_6710000_6725000_Y_6770000_6785000
FOXA1::TOP2A::JUN::ETV4	Y_6710000_6725000_Y_6770000_6785000
FOXA1::ESR1::JUN::ETV4	Y_6710000_6725000_Y_6770000_6785000
FOXA1::ESR1::NFKB1::SRF	Y_6710000_6725000_Y_6770000_6785000
FOXA1::APRT::NFKB1::SRF	Y_6710000_6725000_Y_6770000_6785000
FOXA1::ESR1::HDAC4::SRF	Y_6710000_6725000_Y_6770000_6785000
FOXA1::ESR1::CREBBP::SRF	Y_6710000_6725000_Y_6770000_6785000
FOXA1::AHR::RELA::SRF	Y_6710000_6725000_Y_6770000_6785000
FOXA1::ESR1::RELA::SRF	Y_6710000_6725000_Y_6770000_6785000
FOXA1::ESR1::SMAD2::TP63	Y_6710000_6725000_Y_6770000_6785000
FOXA1::ESR1::NFKB1::TP63	Y_6710000_6725000_Y_6770000_6785000
FOXA1::APRT::NFKB1::TP63	Y_6710000_6725000_Y_6770000_6785000
FOXA1::ESR1::MDM2::TP63	Y_6710000_6725000_Y_6770000_6785000
FOXA1::TOP2A::TP53::TP63	Y_6710000_6725000_Y_6770000_6785000
FOXA1::ESR1::TP53::TP63	Y_6710000_6725000_Y_6770000_6785000
FOXA1::AHR::RELA::TP63	Y_6710000_6725000_Y_6770000_6785000
FOXA1::ESR1::RELA::TP63	Y_6710000_6725000_Y_6770000_6785000
FOXA1::ESR1::NFKB2	Y_6710000_6725000_Y_6770000_6785000
FOXA1::ESR1::SREBF1	Y_6710000_6725000_Y_6770000_6785000
CDX2::RELA::CEBPD	Y_6710000_6725000_Y_6770000_6785000
CDX2::CREBBP::CEBPD	Y_6710000_6725000_Y_6770000_6785000
CDX2::RELA	Y_6710000_6725000_Y_6770000_6785000
CDX2::NFKB1::ESR1	Y_6710000_6725000_Y_6770000_6785000
CDX2::RELA::ESR1	Y_6710000_6725000_Y_6770000_6785000
CDX2::CREBBP::ESR1	Y_6710000_6725000_Y_6770000_6785000
CDX2::CREBBP::MDM2::CTCF	Y_6710000_6725000_Y_6770000_6785000
CDX2::RELA::MDM2::CTCF	Y_6710000_6725000_Y_6770000_6785000
CDX2::RELA::TP53	Y_6710000_6725000_Y_6770000_6785000
CDX2::CREBBP::TP53	Y_6710000_6725000_Y_6770000_6785000
CDX2::CREBBP::TP73	Y_6710000_6725000_Y_6770000_6785000
CDX2::NFKB1	Y_6710000_6725000_Y_6770000_6785000
CDX2::RELA::EGR1	Y_6710000_6725000_Y_6770000_6785000
CDX2::CREBBP::EGR1	Y_6710000_6725000_Y_6770000_6785000
CDX2::RELA::TCF4::LEF1	Y_6710000_6725000_Y_6770000_6785000
CDX2::CREBBP::RUNX2::LEF1	Y_6710000_6725000_Y_6770000_6785000
CDX2::CREBBP::VDR::LEF1	Y_6710000_6725000_Y_6770000_6785000
CDX2::CREBBP::FOXM1::LEF1	Y_6710000_6725000_Y_6770000_6785000
CDX2::CREBBP::NLK::LEF1	Y_6710000_6725000_Y_6770000_6785000
CDX2::CREBBP::E2F1::LEF1	Y_6710000_6725000_Y_6770000_6785000
CDX2::RELA::E2F1::LEF1	Y_6710000_6725000_Y_6770000_6785000
CDX2::NFKB1::E2F1::LEF1	Y_6710000_6725000_Y_6770000_6785000
CDX2::CREBBP::SMAD4::LEF1	Y_6710000_6725000_Y_6770000_6785000
CDX2::RELA::SMAD4::LEF1	Y_6710000_6725000_Y_6770000_6785000
CDX2::NFKB1::SMAD4::LEF1	Y_6710000_6725000_Y_6770000_6785000
CDX2::CREBBP::MSH2::LEF1	Y_6710000_6725000_Y_6770000_6785000
CDX2::NFKB1::MSH2::LEF1	Y_6710000_6725000_Y_6770000_6785000
CDX2::CREBBP::SMAD2::LEF1	Y_6710000_6725000_Y_6770000_6785000
CDX2::CREBBP::EP300::LEF1	Y_6710000_6725000_Y_6770000_6785000
CDX2::RELA::EP300::LEF1	Y_6710000_6725000_Y_6770000_6785000
CDX2::NFKB1::EP300::LEF1	Y_6710000_6725000_Y_6770000_6785000
CDX2::CREBBP::SMAD3::LEF1	Y_6710000_6725000_Y_6770000_6785000
CDX2::RELA::SMAD3::LEF1	Y_6710000_6725000_Y_6770000_6785000
CDX2::CREBBP::EGR1::LEF1	Y_6710000_6725000_Y_6770000_6785000
CDX2::RELA::EGR1::LEF1	Y_6710000_6725000_Y_6770000_6785000
CDX2::NFKB1::SP1	Y_6710000_6725000_Y_6770000_6785000
CDX2::RELA::SP1	Y_6710000_6725000_Y_6770000_6785000
CDX2::CREBBP::SP1	Y_6710000_6725000_Y_6770000_6785000
CDX2::CREBBP::ESR2	Y_6710000_6725000_Y_6770000_6785000
CDX2::CREBBP::JUN::ETV4	Y_6710000_6725000_Y_6770000_6785000
CDX2::RELA::JUN::ETV4	Y_6710000_6725000_Y_6770000_6785000
CDX2::NFKB1::JUN::ETV4	Y_6710000_6725000_Y_6770000_6785000
CDX2::CREBBP::SMAD2::ETV4	Y_6710000_6725000_Y_6770000_6785000
CDX2::NFKB1::SRF	Y_6710000_6725000_Y_6770000_6785000
CDX2::RELA::SRF	Y_6710000_6725000_Y_6770000_6785000
CDX2::CREBBP::SRF	Y_6710000_6725000_Y_6770000_6785000
CDX2::NFKB1::TP63	Y_6710000_6725000_Y_6770000_6785000
CDX2::RELA::TP63	Y_6710000_6725000_Y_6770000_6785000
CDX2::NFKB1::NFKB2	Y_6710000_6725000_Y_6770000_6785000
CDX2::RELA::NFKB2	Y_6710000_6725000_Y_6770000_6785000
CDX2::CREBBP::SREBF1	Y_6710000_6725000_Y_6770000_6785000
